key,ExposureID,TrafficChannel,SessionDuration,Bounced,PagesperSession,AdDate,CreativeID,ExposureID_1,AdFormat,Viewable,WasClicked,Conversion,SpendonExposure,RevenueGenerated,UserID,SegmentType,Age,Gender,Income,OperatingSystem,Device,Browser,city,state
1Q0DPETKQV,P4891399,Display,74,No,3,22-Oct,C0109,P4891399,Banner,0,0,0,679,0,UFemS,1P Audience,18,Female,51030,macOS,Laptop,Microsoft Edge,Boise,Idaho
ANKNK9R897,P5427291,Display,142,Yes,1,22-Oct,C0190,P5427291,Carousel,0,0,0,229,0,UYRSm,1P Audience,37,Male,95169,iOS,Tablet,Safari,Nampa,Idaho
HKQH8BNKZB,O9209371,Direct,143,Yes,1,22-Oct,C0002,O9209371,Video,0,0,0,0,0,U27aQ,1P Audience,34,Male,74225,iOS,Smartphone,Safari,Boise,Idaho
WSL2VMM420,P6096768,Paid Search,560,No,6,22-Oct,C0206,P6096768,Carousel,1,1,1,213,126,UNSki,Custom Audience,43,Female,119148,iOS,Smartphone,Safari,Kailua,Hawaii
0TPAOEO90X,O9823499,SEO,119,No,3,22-Oct,C0065,O9823499,Carousel,1,0,0,0,0,Utz8A,3P Audience,16,Female,53843,macOS,Desktop,Microsoft Edge,Honolulu,Hawaii
B4OEY0ZWE8,P9893405,Paid Search,123,No,1,22-Oct,C0094,P9893405,Carousel,0,0,0,729,0,UAKgW,3P Audience,26,Female,73221,Android,Smartphone,Microsoft Edge,Honolulu,Hawaii
P7WNUZPIWD,P2402153,Display,112,No,3,22-Oct,C0149,P2402153,Carousel,1,0,0,195,0,UWupA,1P Audience,45,Female,114163,Windows,Desktop,Microsoft Edge,Hilo,Hawaii
Q8N567VZYK,P1104999,Paid Search,164,Yes,2,22-Oct,C0207,P1104999,Banner,1,0,0,859,0,UKFgL,1P Audience,40,Male,84045,iOS,Tablet,Safari,Augusta,Georgia
OO2ONWHYVI,O1870844,Referral,113,No,3,22-Oct,C0130,O1870844,Banner,1,0,0,0,0,UDiLn,Custom Audience,38,Female,98446,iOS,Smartphone,Safari,Augusta,Georgia
MH3T5CJHL4,O1222824,Referral,149,No,3,22-Oct,C0025,O1222824,Banner,1,0,0,0,0,Ujvye,1P Audience,29,Male,74561,Android,Tablet,Microsoft Edge,Atlanta,Georgia
2K10Q6WPLP,P2809982,Paid Search,100,No,2,22-Oct,C0245,P2809982,Banner,0,0,0,393,0,UIsTD,Custom Audience,26,Male,74600,Linux,Laptop,Mozilla Firefox,Augusta,Georgia
SBTICMFTFM,O7930173,Direct,107,Yes,2,22-Oct,C0095,O7930173,Carousel,0,0,0,0,0,Us5Iu,1P Audience,24,Male,57251,Windows,Laptop,Microsoft Edge,Augusta,Georgia
SH8XWOVTXV,O7943469,Referral,178,No,3,22-Oct,C0056,O7943469,Carousel,0,0,0,0,0,UOGlb,3P Audience,19,Female,49279,iOS,Tablet,Safari,Columbus,Georgia
RLA84A6PH2,P9950290,Paid Search,177,Yes,3,22-Oct,C0199,P9950290,Carousel,0,0,0,896,0,UW76w,Custom Audience,32,Male,61940,Linux,Laptop,Mozilla Firefox,Henderson,Nevada
7WBOJ1JVAK,P3577022,Paid Search,84,No,1,22-Oct,C0058,P3577022,Video,0,0,0,188,0,U4j1n,1P Audience,50,Male,172063,Android,Tablet,Microsoft Edge,Lincoln,Nebraska
KZR1H25HI7,P4400415,Display,168,No,3,22-Oct,C0171,P4400415,Video,1,1,0,468,0,UUhjt,1P Audience,17,Male,42965,Linux,Laptop,Mozilla Firefox,Great Falls,Montana
2U5NAJIXAX,O8095689,Direct,65,No,2,22-Oct,C0064,O8095689,Banner,1,0,0,0,0,Ur7OK,3P Audience,37,Female,114719,Linux,Laptop,Mozilla Firefox,Missoula,Montana
EUE2Y2R407,O4114603,Direct,151,No,1,22-Oct,C0091,O4114603,Banner,1,1,0,0,0,Ux0S6,1P Audience,40,Female,106510,Android,Smartphone,Microsoft Edge,Rochester,Minnesota
1HFPTX1JTG,O1045713,Referral,516,No,5,22-Oct,C0180,O1045713,Video,1,1,1,0,243,UwpK8,1P Audience,50,Female,125799,Linux,Laptop,Mozilla Firefox,Portland,Maine
G38DDK0PA3,O8570047,SEO,158,No,2,22-Oct,C0031,O8570047,Carousel,1,0,0,0,0,UKTNj,3P Audience,18,Female,41858,Windows,Desktop,Microsoft Edge,Portland,Maine
AU1ZEQTVFI,P2245763,Display,96,Yes,1,22-Oct,C0202,P2245763,Carousel,0,0,0,188,0,UYU7x,3P Audience,32,Male,77111,iOS,Tablet,Safari,Lewiston,Maine
X55NFV3SHJ,O8501063,SEO,142,No,2,22-Oct,C0113,O8501063,Banner,0,0,0,0,0,UY4zP,Custom Audience,17,Female,52157,macOS,Laptop,Microsoft Edge,Bowling Green,Kentucky
T0ZUNE497N,O9529473,Referral,372,No,5,22-Oct,C0124,O9529473,Carousel,1,1,1,0,368,UgbSc,3P Audience,43,Male,105966,iOS,Smartphone,Safari,Bowling Green,Kentucky
3E44TXOBPO,O5022921,Direct,146,Yes,1,22-Oct,C0075,O5022921,Banner,0,0,0,0,0,UReEd,3P Audience,17,Male,54612,Android,Tablet,Microsoft Edge,Fort Wayne,Indiana
3LYI67ILKD,P8264842,Display,410,No,6,22-Oct,C0160,P8264842,Banner,1,1,1,424,791,UEEXG,3P Audience,36,Female,91509,iOS,Tablet,Safari,Miami,Florida
VS0UGG8JF1,P8122638,Paid Search,136,No,3,22-Oct,C0204,P8122638,Video,1,0,0,287,0,UiQwH,1P Audience,34,Male,71343,Android,Smartphone,Microsoft Edge,Jacksonville,Florida
KNXHA17637,O2514614,Direct,61,No,2,22-Oct,C0127,O2514614,Carousel,0,0,0,0,0,USV4Q,3P Audience,17,Female,52707,Android,Tablet,Microsoft Edge,Jacksonville,Florida
6FS664NHYJ,P7755390,Paid Search,76,No,3,22-Oct,C0199,P7755390,Carousel,0,0,0,471,0,UGxKD,1P Audience,19,Female,44597,Android,Smartphone,Microsoft Edge,Tampa,Florida
NUADQUUGPJ,O7072239,Direct,170,No,2,22-Oct,C0107,O7072239,Carousel,1,0,0,0,0,UXnPj,3P Audience,29,Male,64710,iOS,Tablet,Safari,Tampa,Florida
MDGX8HGEJ3,P3787725,Display,136,Yes,1,22-Oct,C0092,P3787725,Video,1,1,0,175,0,UY99a,Custom Audience,41,Male,104547,Windows,Desktop,Microsoft Edge,Miami,Florida
2G1OS8GFYH,O8030471,Referral,148,No,1,22-Oct,C0106,O8030471,Carousel,0,0,0,0,0,UO1bD,Custom Audience,49,Female,199858,macOS,Laptop,Microsoft Edge,Jacksonville,Florida
D7TMAT7WZH,O9258300,Direct,73,Yes,1,22-Oct,C0188,O9258300,Video,0,0,0,0,0,Uwthv,Custom Audience,22,Male,46584,Android,Tablet,Microsoft Edge,Wilmington,Delaware
Y3TJ0EUGXJ,O8672973,SEO,83,No,3,22-Oct,C0150,O8672973,Video,0,0,0,0,0,UOesh,3P Audience,53,Female,187915,macOS,Desktop,Microsoft Edge,Wilmington,Delaware
R5AYGZJ1VH,P3279289,Display,169,No,1,22-Oct,C0057,P3279289,Carousel,0,0,0,181,0,UkBqY,3P Audience,47,Female,140386,macOS,Laptop,Microsoft Edge,Dover,Delaware
6TS6NTWLZ4,P8504724,Paid Search,92,Yes,2,22-Oct,C0243,P8504724,Video,0,0,0,872,0,Uwthv,Custom Audience,22,Male,46584,iOS,Tablet,Safari,Stamford,Connecticut
MQQNBIU9X4,O2993848,SEO,159,Yes,2,22-Oct,C0170,O2993848,Banner,0,0,0,0,0,UTIu6,1P Audience,45,Female,116419,iOS,Smartphone,Safari,New Haven,Connecticut
31T4J6G8U7,P8107132,Display,99,Yes,2,22-Oct,C0173,P8107132,Banner,0,0,0,742,0,U80Mt,Custom Audience,36,Female,115346,Android,Smartphone,Microsoft Edge,Stamford,Connecticut
W7KDC87L5Z,O1698192,Direct,165,No,1,22-Oct,C0160,O1698192,Banner,1,1,0,0,0,Uq9TB,3P Audience,34,Male,78195,macOS,Laptop,Microsoft Edge,Stamford,Connecticut
JPHVO9WAKP,P6630289,Display,90,No,2,22-Oct,C0126,P6630289,Video,1,1,0,224,0,UqgkD,1P Audience,46,Male,167185,Linux,Laptop,Mozilla Firefox,Stamford,Connecticut
GBOXY4UX2D,P9458693,Display,80,No,2,22-Oct,C0184,P9458693,Banner,0,0,0,333,0,UIcOr,3P Audience,23,Female,55993,iOS,Tablet,Safari,Stamford,Connecticut
M5QV1V2FQE,P5123516,Paid Search,147,No,1,22-Oct,C0182,P5123516,Video,1,0,0,517,0,UgCBH,1P Audience,33,Female,60997,Linux,Laptop,Mozilla Firefox,Colorado Springs,Colorado
H4KJHKOFCX,P7320087,Paid Search,452,No,5,22-Oct,C0041,P7320087,Video,1,1,1,277,576,UYHMn,1P Audience,40,Female,115382,Windows,Desktop,Microsoft Edge,Denver,Colorado
W6LVF3P6XQ,O9851305,SEO,93,Yes,2,22-Oct,C0050,O9851305,Banner,0,0,0,0,0,U56SZ,Custom Audience,48,Male,136537,macOS,Laptop,Microsoft Edge,Aurora,Colorado
ACVBUS0256,O1658796,Referral,98,No,2,22-Oct,C0133,O1658796,Banner,1,1,0,0,0,Uyvkv,Custom Audience,49,Male,125417,iOS,Tablet,Safari,San Diego,California
0LBMONYZ2Q,P6257039,Paid Search,132,No,1,22-Oct,C0123,P6257039,Carousel,1,0,0,449,0,UfMjc,1P Audience,40,Female,97872,iOS,Smartphone,Safari,San Francisco,California
BQPWCIJV15,P6808848,Paid Search,160,No,3,22-Oct,C0065,P6808848,Video,1,0,0,230,0,Ui3ja,3P Audience,47,Male,156588,macOS,Laptop,Microsoft Edge,Los Angeles,California
DQFPYYYR83,P2925226,Paid Search,84,Yes,3,22-Oct,C0148,P2925226,Banner,0,0,0,208,0,UGhii,1P Audience,18,Male,46912,Android,Smartphone,Microsoft Edge,San Diego,California
V2UVSOVXFC,O6239158,SEO,101,No,2,22-Oct,C0134,O6239158,Video,1,0,0,0,0,UERym,Custom Audience,41,Female,113095,iOS,Tablet,Safari,Los Angeles,California
ULWI9T6YDF,O2214106,Direct,104,Yes,3,22-Oct,C0132,O2214106,Video,0,0,0,0,0,UxX6e,1P Audience,36,Female,83442,macOS,Laptop,Microsoft Edge,Los Angeles,California
FVOQBSDT4Z,P1270915,Display,597,No,6,22-Oct,C0049,P1270915,Video,1,1,1,602,149,UyxaW,Custom Audience,34,Female,67927,iOS,Tablet,Safari,San Francisco,California
53EZ6O6BO7,P1355601,Display,168,Yes,2,22-Oct,C0074,P1355601,Banner,1,0,0,286,0,UZMFq,3P Audience,34,Male,74062,Windows,Laptop,Microsoft Edge,Los Angeles,California
IAVLWPZU2D,P2860644,Paid Search,144,Yes,2,22-Oct,C0067,P2860644,Banner,1,0,0,421,0,U1eCY,Custom Audience,47,Male,141855,Linux,Laptop,Mozilla Firefox,Los Angeles,California
5RP3N550SV,O2039184,SEO,97,No,3,22-Oct,C0229,O2039184,Banner,1,0,0,0,0,U3Q87,3P Audience,20,Female,40351,Android,Tablet,Microsoft Edge,Fayetteville,Arkansas
29LGXTUUKP,O7619427,Referral,72,Yes,2,22-Oct,C0020,O7619427,Carousel,1,0,0,0,0,U58G3,Custom Audience,50,Male,183126,Android,Smartphone,Microsoft Edge,Fort Smith,Arkansas
65F7PMVK8D,O9790342,SEO,101,Yes,2,22-Oct,C0014,O9790342,Banner,1,0,0,0,0,UDMVd,1P Audience,35,Male,61554,Android,Tablet,Microsoft Edge,Fort Smith,Arkansas
MU1NGQSWJM,O9529724,SEO,93,No,3,22-Oct,C0038,O9529724,Carousel,0,0,0,0,0,Ucu7d,1P Audience,48,Female,185280,iOS,Smartphone,Safari,Fayetteville,Arkansas
522CD0OT1T,O5364743,Direct,594,No,4,22-Oct,C0214,O5364743,Banner,1,1,1,0,150,UNU3g,3P Audience,52,Female,141968,Android,Smartphone,Microsoft Edge,Fayetteville,Arkansas
8YJ6PD3FI4,P7889891,Paid Search,177,No,1,22-Oct,C0135,P7889891,Banner,0,0,0,788,0,UFemS,1P Audience,18,Female,51030,Windows,Desktop,Microsoft Edge,Fort Smith,Arkansas
PKG69RB65D,P9932244,Display,65,Yes,3,22-Oct,C0067,P9932244,Video,0,0,0,370,0,UepVX,3P Audience,52,Male,186851,macOS,Laptop,Microsoft Edge,Little Rock,Arkansas
OOZPD1TSFN,P5054560,Paid Search,178,Yes,2,22-Oct,C0141,P5054560,Banner,1,1,0,706,0,UZR8M,Custom Audience,27,Male,77600,macOS,Laptop,Microsoft Edge,Tucson,Arizona
J24S4QR7LY,P1873324,Paid Search,113,No,2,22-Oct,C0069,P1873324,Banner,0,0,0,828,0,U6HXf,3P Audience,21,Male,53237,macOS,Desktop,Microsoft Edge,Phoenix,Arizona
80EELPLTSS,P5792932,Paid Search,83,No,1,22-Oct,C0224,P5792932,Banner,0,0,0,573,0,ULsUp,3P Audience,17,Male,51708,Linux,Laptop,Mozilla Firefox,Phoenix,Arizona
I4QBHWU45K,P4068916,Display,177,No,2,22-Oct,C0102,P4068916,Banner,1,1,0,630,0,Uv3yo,1P Audience,25,Female,55637,iOS,Smartphone,Safari,Tucson,Arizona
K89JB96552,P3848492,Paid Search,423,No,5,22-Oct,C0051,P3848492,Banner,1,1,1,844,507,Ulrll,Custom Audience,45,Female,94929,Linux,Laptop,Mozilla Firefox,Phoenix,Arizona
YTFB6XZ3L1,P7580076,Display,414,No,5,22-Oct,C0135,P7580076,Carousel,1,1,1,546,634,UNSki,1P Audience,43,Female,119148,Android,Smartphone,Microsoft Edge,Mesa,Arizona
J86WXCEOXH,O1306926,SEO,99,No,3,22-Oct,C0036,O1306926,Banner,1,0,0,0,0,U2TJd,1P Audience,41,Female,112731,iOS,Tablet,Safari,Phoenix,Arizona
1KYX59IGFN,O8770672,Direct,553,No,6,22-Oct,C0195,O8770672,Video,1,1,1,0,160,UPLam,1P Audience,48,Female,127570,Android,Smartphone,Microsoft Edge,Mesa,Arizona
BWGHY2X386,P9716389,Paid Search,96,No,3,22-Oct,C0119,P9716389,Video,0,0,0,586,0,Uzyuq,Custom Audience,45,Male,105998,Linux,Laptop,Mozilla Firefox,Anchorage,Alaska
E0EZAZHOS4,O1212697,SEO,157,No,3,22-Oct,C0152,O1212697,Carousel,1,0,0,0,0,Ua4Tt,3P Audience,16,Female,40865,Windows,Desktop,Microsoft Edge,Juneau,Alaska
PCTC94D9S2,O2216925,Referral,70,No,2,22-Oct,C0204,O2216925,Banner,0,0,0,0,0,U3lTf,Custom Audience,33,Male,73976,iOS,Tablet,Safari,Anchorage,Alaska
RM78A69UYQ,P9273676,Paid Search,156,No,2,22-Oct,C0098,P9273676,Banner,0,0,0,662,0,UgCBH,3P Audience,33,Female,60997,iOS,Tablet,Safari,Anchorage,Alaska
35KGCZQQXE,P6581016,Display,128,No,1,22-Oct,C0007,P6581016,Video,1,1,0,399,0,UEusR,3P Audience,45,Male,102760,iOS,Tablet,Safari,Juneau,Alaska
ZLF5QRDG3V,O4930275,Referral,134,No,2,22-Oct,C0161,O4930275,Carousel,1,1,0,0,0,U2o7S,Custom Audience,38,Female,117542,Windows,Desktop,Microsoft Edge,Fairbanks,Alaska
KRDMCBCPP7,O1023156,Direct,66,Yes,1,22-Oct,C0196,O1023156,Carousel,0,0,0,0,0,U9iW7,3P Audience,44,Male,112713,Linux,Laptop,Mozilla Firefox,Fairbanks,Alaska
QVWTLBVKP6,O8641286,SEO,75,No,1,22-Oct,C0089,O8641286,Carousel,1,0,0,0,0,Udy5E,3P Audience,51,Male,153575,Windows,Laptop,Microsoft Edge,Birmingham,Alabama
8IWC34IJIL,O5296896,SEO,128,No,2,22-Oct,C0141,O5296896,Banner,0,0,0,0,0,UCW00,3P Audience,40,Male,106621,Windows,Desktop,Microsoft Edge,Birmingham,Alabama
AJTZ5N7TGZ,P2179676,Paid Search,107,No,1,22-Oct,C0050,P2179676,Video,0,0,0,136,0,Ud6xb,Custom Audience,42,Male,105493,iOS,Smartphone,Safari,Birmingham,Alabama
PRMFFROX6L,O3899340,Referral,117,No,2,22-Oct,C0042,O3899340,Carousel,1,1,0,0,0,UFxow,3P Audience,47,Male,150176,iOS,Tablet,Safari,Birmingham,Alabama
7RSF8S5YPY,O7685156,Direct,148,No,3,22-Oct,C0110,O7685156,Video,1,1,0,0,0,UH53N,3P Audience,41,Female,105360,Android,Smartphone,Microsoft Edge,Montgomery,Alabama
POFGWIPPSI,P6805265,Display,100,Yes,3,22-Oct,C0184,P6805265,Banner,0,0,0,466,0,UkVJ6,1P Audience,41,Female,92477,macOS,Laptop,Microsoft Edge,Huntsville,Alabama
WN75G8FW5I,O1477814,Direct,145,No,1,22-Oct,C0037,O1477814,Carousel,0,0,0,0,0,UKUzt,1P Audience,21,Female,40481,iOS,Smartphone,Safari,Montgomery,Alabama
A8ZUU0042X,P5367308,Paid Search,121,Yes,3,22-Oct,C0162,P5367308,Banner,0,0,0,868,0,UXXS7,1P Audience,43,Male,89741,iOS,Tablet,Safari,Montgomery,Alabama
303JL3H0ZR,P4952164,Paid Search,127,No,1,22-Oct,C0116,P4952164,Carousel,1,1,0,298,0,UoBia,3P Audience,23,Male,45398,iOS,Smartphone,Safari,Birmingham,Alabama
4L9HEGWEN6,O3233226,Referral,116,No,3,22-Oct,C0165,O3233226,Video,1,0,0,0,0,USDH7,Custom Audience,17,Female,49138,Windows,Laptop,Microsoft Edge,Montgomery,Alabama
YQDY9B0PVU,P3106879,Display,79,No,3,22-Oct,C0188,P3106879,Video,1,0,0,651,0,Uzyuq,1P Audience,45,Male,105998,Windows,Desktop,Microsoft Edge,Miami,Florida
I870CW92DH,O5786554,Referral,587,No,6,22-Oct,C0066,O5786554,Carousel,1,1,1,0,637,UCrQv,3P Audience,30,Female,63899,iOS,Smartphone,Safari,Newark,Delaware
IQ7WL049LW,O4538707,Referral,147,No,3,22-Oct,C0011,O4538707,Carousel,1,0,0,0,0,UgWoq,Custom Audience,25,Male,47712,macOS,Desktop,Microsoft Edge,Wilmington,Delaware
XQZY0KADS4,O9021682,SEO,140,No,3,22-Oct,C0070,O9021682,Carousel,1,0,0,0,0,UZFfE,3P Audience,52,Female,175359,iOS,Tablet,Safari,Fort Smith,Arkansas
NL0H059G21,O6777277,Direct,130,No,1,22-Oct,C0209,O6777277,Banner,0,0,0,0,0,UtEhE,3P Audience,34,Female,69841,Windows,Laptop,Microsoft Edge,Anchorage,Alaska
K8YRMI37UP,P3024368,Paid Search,85,Yes,3,22-Oct,C0115,P3024368,Banner,0,0,0,360,0,UOqsD,1P Audience,33,Male,68518,macOS,Desktop,Microsoft Edge,Juneau,Alaska
8TBBECKAZA,O9374933,Direct,87,Yes,3,22-Oct,C0077,O9374933,Banner,1,0,0,0,0,URxTE,1P Audience,40,Female,85489,Android,Tablet,Microsoft Edge,Huntsville,Alabama
XOLCQ55WDE,O3177723,SEO,111,No,3,22-Oct,C0178,O3177723,Video,0,0,0,0,0,UrqDX,3P Audience,30,Female,76066,Android,Smartphone,Microsoft Edge,Jersey City,New Jersey
YWKUCK1MFJ,O5529096,Direct,116,No,1,22-Oct,C0202,O5529096,Video,1,0,0,0,0,U5wOt,Custom Audience,41,Female,117374,Android,Smartphone,Microsoft Edge,Gulfport,Mississippi
LADO4MFHFL,P9834835,Display,168,No,1,22-Oct,C0112,P9834835,Banner,1,0,0,182,0,UMHh8,1P Audience,28,Male,73228,Android,Tablet,Microsoft Edge,Rochester,Minnesota
488I1FUC7Z,P3794595,Display,177,No,3,22-Oct,C0131,P3794595,Video,0,0,0,493,0,UY4zP,1P Audience,17,Female,52157,iOS,Tablet,Safari,Saint Paul,Minnesota
ZGEMBQH5YH,P9721822,Paid Search,176,No,3,22-Oct,C0167,P9721822,Video,1,0,0,243,0,UH53N,Custom Audience,41,Female,105360,iOS,Smartphone,Safari,Indianapolis,Indiana
JXM9WK7AJB,P5301476,Display,83,No,2,22-Oct,C0074,P5301476,Video,1,0,0,331,0,U7SD0,3P Audience,23,Male,49577,Windows,Laptop,Microsoft Edge,Augusta,Georgia
FT27AXE0YR,O6100293,SEO,152,No,2,22-Oct,C0224,O6100293,Carousel,1,0,0,0,0,U2TJd,Custom Audience,41,Female,112731,Windows,Desktop,Microsoft Edge,New Haven,Connecticut
1UQ3HMB186,P7525306,Paid Search,166,No,2,22-Oct,C0223,P7525306,Banner,0,0,0,118,0,UIBmT,1P Audience,43,Female,112931,iOS,Tablet,Safari,Stamford,Connecticut
WP2GN9RM6M,P8726193,Paid Search,68,No,2,22-Oct,C0058,P8726193,Carousel,1,0,0,147,0,Ugbhm,3P Audience,34,Male,70335,macOS,Laptop,Microsoft Edge,Phoenix,Arizona
AP8O8CG58E,P6494394,Display,72,No,2,23-Oct,C0167,P6494394,Carousel,0,0,0,705,0,U3Pyk,3P Audience,23,Female,51836,iOS,Smartphone,Safari,Laramie,Wyoming
LWMNZJJL8B,O2426605,Referral,88,No,2,23-Oct,C0094,O2426605,Banner,0,0,0,0,0,Ufnxw,Custom Audience,24,Male,42199,iOS,Smartphone,Safari,Laramie,Wyoming
VROYVX6VT5,O8239574,Referral,97,Yes,1,23-Oct,C0030,O8239574,Carousel,0,0,0,0,0,UAa8F,1P Audience,46,Male,130888,Windows,Desktop,Microsoft Edge,Casper,Wyoming
NX4T8RQTT4,P7280030,Paid Search,80,No,2,23-Oct,C0123,P7280030,Banner,0,0,0,210,0,UCTiX,3P Audience,24,Male,42682,macOS,Laptop,Microsoft Edge,Laramie,Wyoming
DH7B1EWFYJ,P8564774,Display,61,No,1,23-Oct,C0100,P8564774,Carousel,1,0,0,454,0,UG7C2,1P Audience,42,Female,84763,iOS,Tablet,Safari,Casper,Wyoming
636F5ZNPE6,P5078460,Display,477,No,5,23-Oct,C0040,P5078460,Banner,1,1,1,303,330,UR70B,1P Audience,21,Male,54854,macOS,Laptop,Microsoft Edge,Casper,Wyoming
UE2MLWI2SJ,P7667219,Display,105,Yes,1,23-Oct,C0146,P7667219,Carousel,0,0,0,629,0,UckVg,Custom Audience,53,Male,163263,Android,Tablet,Microsoft Edge,Casper,Wyoming
N9V0UB5E1Y,P9710494,Display,113,No,3,23-Oct,C0032,P9710494,Banner,1,0,0,205,0,UX0Y7,Custom Audience,18,Female,51715,Android,Tablet,Microsoft Edge,Green Bay,Wisconsin
VRTERML0OM,O4434444,Referral,66,No,2,23-Oct,C0030,O4434444,Video,1,0,0,0,0,UNLsu,Custom Audience,46,Male,141406,Android,Tablet,Microsoft Edge,Green Bay,Wisconsin
6598IVM6IW,P6402573,Paid Search,133,No,1,23-Oct,C0210,P6402573,Banner,0,0,0,324,0,UcJXH,1P Audience,29,Female,60675,Windows,Desktop,Microsoft Edge,Green Bay,Wisconsin
J910PR5N1D,O1172268,Referral,166,Yes,2,23-Oct,C0148,O1172268,Banner,0,0,0,0,0,UynlC,3P Audience,26,Female,64594,Android,Tablet,Microsoft Edge,Madison,Wisconsin
FHJO92MU7Z,O6192141,Referral,147,No,2,23-Oct,C0235,O6192141,Carousel,0,0,0,0,0,UpXFe,Custom Audience,19,Female,46228,iOS,Tablet,Safari,Green Bay,Wisconsin
YM2RAD8RS4,P9999681,Display,77,No,1,23-Oct,C0128,P9999681,Banner,0,0,0,575,0,UEu3I,3P Audience,23,Female,58603,Windows,Laptop,Microsoft Edge,Milwaukee,Wisconsin
0JQ8QSELG3,P1785444,Paid Search,133,No,2,23-Oct,C0175,P1785444,Video,1,0,0,825,0,UlGm2,Custom Audience,23,Female,46215,Android,Tablet,Microsoft Edge,Milwaukee,Wisconsin
388BETAN03,P7613780,Display,74,No,3,23-Oct,C0177,P7613780,Video,0,0,0,232,0,UUsrm,1P Audience,22,Female,51420,Windows,Desktop,Microsoft Edge,Morgantown,West Virginia
4TTXV4II7W,P9124742,Paid Search,427,No,5,23-Oct,C0185,P9124742,Carousel,1,1,1,808,136,UPv1f,1P Audience,26,Male,79737,Android,Tablet,Microsoft Edge,Morgantown,West Virginia
DFQQYYLFKA,O5834979,Direct,122,No,3,23-Oct,C0179,O5834979,Banner,1,1,0,0,0,U57fo,1P Audience,17,Male,43145,Android,Smartphone,Microsoft Edge,Morgantown,West Virginia
4I5AC4J1TA,O9833715,Referral,158,Yes,3,23-Oct,C0189,O9833715,Video,0,0,0,0,0,Uk4tU,3P Audience,20,Male,53217,Windows,Laptop,Microsoft Edge,Seattle,Washington
AMZMIGSP1Z,O8086449,Direct,163,No,3,23-Oct,C0171,O8086449,Banner,0,0,0,0,0,U0jMK,3P Audience,23,Female,44965,iOS,Tablet,Safari,Spokane,Washington
1ZGA99BZUV,O5843392,Referral,174,No,1,23-Oct,C0165,O5843392,Video,1,0,0,0,0,UTlIN,1P Audience,34,Male,64825,Android,Tablet,Microsoft Edge,Spokane,Washington
0H5QGIDTKO,O2360572,SEO,159,No,1,23-Oct,C0098,O2360572,Video,0,0,0,0,0,Uqt30,3P Audience,51,Male,142003,Android,Smartphone,Microsoft Edge,Spokane,Washington
QCC9M4TZFJ,P4613332,Display,579,No,5,23-Oct,C0128,P4613332,Video,1,1,1,210,219,U8Xj0,3P Audience,51,Male,146835,macOS,Desktop,Microsoft Edge,Tacoma,Washington
IL0RJFB2ZG,P7409395,Display,120,No,1,23-Oct,C0237,P7409395,Carousel,1,0,0,751,0,U30nz,3P Audience,48,Male,180407,macOS,Desktop,Microsoft Edge,Norfolk,Virginia
0ACPJJWVW6,O4298411,Direct,98,No,1,23-Oct,C0125,O4298411,Video,1,1,0,0,0,UnbFE,3P Audience,16,Female,49401,Android,Tablet,Microsoft Edge,Chesapeake,Virginia
TRYFEJUFTD,P8342343,Display,143,Yes,3,23-Oct,C0005,P8342343,Carousel,0,0,0,370,0,UqFbc,1P Audience,30,Female,64898,macOS,Desktop,Microsoft Edge,Chesapeake,Virginia
SUH0E0DGI2,P3625208,Display,94,Yes,1,23-Oct,C0138,P3625208,Carousel,0,0,0,818,0,UdkDQ,1P Audience,35,Male,60995,Windows,Desktop,Microsoft Edge,Norfolk,Virginia
3ECE0RJKMQ,O5426756,Direct,147,No,1,23-Oct,C0224,O5426756,Carousel,1,0,0,0,0,UKGAP,3P Audience,55,Female,186718,iOS,Smartphone,Safari,Chesapeake,Virginia
CLMHUOLQ3M,O8987639,Direct,459,No,4,23-Oct,C0168,O8987639,Carousel,1,1,1,0,453,UYMZf,Custom Audience,49,Male,176947,iOS,Smartphone,Safari,Norfolk,Virginia
0CLJVWUD6W,P3143228,Paid Search,133,No,3,23-Oct,C0148,P3143228,Video,0,0,0,572,0,Ul7aD,Custom Audience,35,Female,73330,Windows,Desktop,Microsoft Edge,South Burlington,Vermont
NCTR71XHZG,O4431613,SEO,153,No,1,23-Oct,C0025,O4431613,Video,0,0,0,0,0,U7qqn,Custom Audience,16,Female,49434,iOS,Tablet,Safari,Rutland,Vermont
X65N2ILR17,P6865931,Display,160,No,2,23-Oct,C0203,P6865931,Video,0,0,0,548,0,UJ0tZ,Custom Audience,49,Female,171009,Windows,Laptop,Microsoft Edge,West Valley City,Utah
SBOTHNBWLU,P1365279,Display,81,No,1,23-Oct,C0036,P1365279,Banner,0,0,0,778,0,UgQbv,1P Audience,39,Female,101250,Android,Tablet,Microsoft Edge,Provo,Utah
JS5WJ0M8ZG,O6022190,Direct,513,No,6,23-Oct,C0228,O6022190,Banner,1,1,1,0,295,UYX2T,3P Audience,43,Male,118071,macOS,Laptop,Microsoft Edge,West Valley City,Utah
SGZ4XFUPKJ,O1475895,Direct,117,No,3,23-Oct,C0040,O1475895,Video,0,0,0,0,0,Udgvb,1P Audience,35,Female,75591,iOS,Smartphone,Safari,Provo,Utah
