SessionID,ExposureID,TrafficChannel,SessionDuration,Bounced,PagesperSession,AdDate,CreativeID,ExposureID_1,AdFormat,Viewable,WasClicked,Conversion,SpendonExposure,RevenueGenerated,UserID,ExposureID_2,SegmentType,Age,Gender,Income,OperatingSystem,Device,Browser,Location(DMA)
1I9LLQWXLT,O1055193,Direct,61,No,1,23-Sep,C0225,O1055193,Banner,No,No,No,0,0,UwybE,O1055193,3P Audience,29,Female,69492,iOS,Smartphone,Safari,"Providence, Rhode Island"
RULHD4HDEI,P3011841,Display,125,Yes,1,23-Apr,C0068,P3011841,Video,No,No,No,242,0,UemW2,P3011841,Custom Audience,51,Male,129198,Android,Tablet,Microsoft Edge,"Cranston, Rhode Island"
Z93627ZVX9,P6918694,Paid Search,177,No,2,23-Jun,C0069,P6918694,Banner,No,No,No,530,0,UskgJ,P6918694,1P Audience,45,Male,119994,Windows,Desktop,Microsoft Edge,"Providence, Rhode Island"
UMABY9CM7V,O6050132,Referral,132,No,1,23-Jul,C0182,O6050132,Video,No,No,No,0,0,Ugsnx,O6050132,Custom Audience,36,Male,115684,Android,Tablet,Microsoft Edge,"Providence, Rhode Island"
ZEUCYNOQVD,P4368288,Paid Search,177,No,2,23-Oct,C0225,P4368288,Carousel,No,No,No,287,0,UUwSK,P4368288,Custom Audience,29,Male,77372,Linux,Laptop,Mozilla Firefox,"Cranston, Rhode Island"
ASBL895OEX,O8653396,SEO,123,No,1,23-Jan,C0189,O8653396,Video,No,No,No,0,0,UcJXH,O8653396,Custom Audience,29,Female,60675,macOS,Desktop,Microsoft Edge,"Providence, Rhode Island"
0R1R3ZPOTL,O6899628,Direct,91,No,3,23-Aug,C0144,O6899628,Banner,No,No,No,0,0,UnSUW,O6899628,1P Audience,36,Female,120000,Linux,Laptop,Mozilla Firefox,"Providence, Rhode Island"
66YD7GHUAK,P5119909,Display,70,Yes,3,23-Aug,C0230,P5119909,Carousel,No,No,No,553,0,UMPt0,P5119909,3P Audience,42,Female,84054,Linux,Laptop,Mozilla Firefox,"Cranston, Rhode Island"
4GII7FVIB3,P4548937,Paid Search,106,No,1,23-May,C0106,P4548937,Banner,No,No,No,401,0,U26Yt,P4548937,1P Audience,33,Male,65046,Windows,Desktop,Microsoft Edge,"Providence, Rhode Island"
XVBRYAD1KB,P6038380,Display,83,No,3,23-Mar,C0132,P6038380,Video,No,No,No,391,0,U0jMK,P6038380,3P Audience,23,Female,44965,macOS,Laptop,Microsoft Edge,"Providence, Rhode Island"
S7HC4KMCKS,P1328913,Display,150,No,1,23-Jun,C0026,P1328913,Video,No,No,No,187,0,UWx7r,P1328913,3P Audience,37,Female,105520,Android,Tablet,Microsoft Edge,"Providence, Rhode Island"
KQGHBEZRYB,P8525462,Display,71,Yes,3,23-Nov,C0186,P8525462,Banner,No,No,No,870,0,UxujH,P8525462,3P Audience,44,Male,92075,iOS,Smartphone,Safari,"Warwick, Rhode Island"
9VRONG84X2,O6250986,SEO,96,No,2,23-Jul,C0164,O6250986,Banner,No,No,No,0,0,UzvN0,O6250986,Custom Audience,43,Female,93158,Linux,Laptop,Mozilla Firefox,"Cranston, Rhode Island"
YR6QAG4OGN,O6321176,SEO,147,Yes,3,23-Mar,C0116,O6321176,Video,Yes,Yes,No,0,0,UTkSh,O6321176,1P Audience,16,Male,48516,macOS,Desktop,Microsoft Edge,"Cranston, Rhode Island"
LPWCOUEZTF,P4988980,Paid Search,427,No,4,23-Sep,C0102,P4988980,Carousel,Yes,Yes,Yes,452,839,U2xNU,P4988980,Custom Audience,16,Female,50997,Android,Smartphone,Microsoft Edge,"Cranston, Rhode Island"
D2GE8WY919,O3593796,Direct,171,No,1,23-Aug,C0245,O3593796,Carousel,No,No,No,0,0,UngVf,O3593796,1P Audience,46,Male,146332,Linux,Laptop,Mozilla Firefox,"Warwick, Rhode Island"
B0FB49KCQV,O2593984,Referral,113,Yes,1,23-Sep,C0022,O2593984,Carousel,No,No,No,0,0,U3j5r,O2593984,Custom Audience,52,Male,160387,iOS,Tablet,Safari,"Providence, Rhode Island"
TVXX5WAIPP,P3426155,Display,98,Yes,3,23-Apr,C0093,P3426155,Video,No,No,No,314,0,ULtyg,P3426155,3P Audience,52,Male,170732,Android,Smartphone,Microsoft Edge,"Cranston, Rhode Island"
2EVRDX7OP2,O6116224,Direct,113,No,2,23-Dec,C0167,O6116224,Carousel,Yes,No,No,0,0,UlU1Q,O6116224,1P Audience,41,Male,90663,Android,Smartphone,Microsoft Edge,"Cranston, Rhode Island"
MTP2DULOM1,O9468521,Referral,114,No,2,23-May,C0100,O9468521,Carousel,No,No,No,0,0,UxR6W,O9468521,Custom Audience,53,Female,153434,macOS,Desktop,Microsoft Edge,"Warwick, Rhode Island"
QWMQTFI9VL,O9907804,Referral,93,No,3,23-Sep,C0034,O9907804,Carousel,No,No,No,0,0,UzGxK,O9907804,1P Audience,48,Female,170669,macOS,Desktop,Microsoft Edge,"Providence, Rhode Island"
VMH49GY9B4,O4661347,Direct,175,Yes,3,23-Oct,C0003,O4661347,Carousel,No,No,No,0,0,UWBmc,O4661347,Custom Audience,25,Female,40808,iOS,Tablet,Safari,"Warwick, Rhode Island"
3P6AAZIM6L,O5588520,Referral,96,Yes,2,23-Apr,C0038,O5588520,Video,No,No,No,0,0,U66t7,O5588520,3P Audience,45,Male,99360,Windows,Desktop,Microsoft Edge,"Providence, Rhode Island"
9GT14CSDCW,P5525750,Display,166,Yes,3,23-Apr,C0225,P5525750,Carousel,No,No,No,514,0,UwBGH,P5525750,Custom Audience,39,Male,112334,iOS,Smartphone,Safari,"Providence, Rhode Island"
RNF92X6ELW,P7068331,Paid Search,65,Yes,3,23-Jul,C0194,P7068331,Video,Yes,Yes,No,824,0,UWtWp,P7068331,Custom Audience,48,Male,132577,Windows,Desktop,Microsoft Edge,"Warwick, Rhode Island"
36AYASH1KU,O3694975,Direct,175,No,1,23-Apr,C0096,O3694975,Video,No,No,No,0,0,U3j5r,O3694975,1P Audience,52,Male,160387,Android,Smartphone,Microsoft Edge,"Cranston, Rhode Island"
45TCRVDAWQ,O5643380,Referral,131,No,2,23-Apr,C0124,O5643380,Banner,No,No,No,0,0,U2rau,O5643380,3P Audience,50,Male,153888,Windows,Laptop,Microsoft Edge,"Providence, Rhode Island"
VV7FXZ50KH,O1379931,Referral,177,No,3,23-Jun,C0023,O1379931,Video,No,No,No,0,0,U7Ct6,O1379931,1P Audience,52,Male,160582,Linux,Laptop,Mozilla Firefox,"Warwick, Rhode Island"
E0TZE2EJFG,P8857425,Paid Search,73,No,2,23-Mar,C0205,P8857425,Video,No,No,No,549,0,U0POv,P8857425,Custom Audience,53,Male,121217,Windows,Laptop,Microsoft Edge,"Warwick, Rhode Island"
L8M5H7NXSD,O5057852,SEO,83,Yes,3,23-Jan,C0149,O5057852,Banner,No,No,No,0,0,UEkER,O5057852,Custom Audience,31,Female,70551,Linux,Laptop,Mozilla Firefox,"Providence, Rhode Island"
OAATN570AX,O9130960,SEO,160,No,2,23-Aug,C0226,O9130960,Video,No,No,No,0,0,UN9nF,O9130960,3P Audience,18,Male,42337,Android,Smartphone,Microsoft Edge,"Warwick, Rhode Island"
QVKYZXPE72,O4983858,Referral,69,Yes,1,23-Dec,C0009,O4983858,Video,No,No,No,0,0,U35su,O4983858,1P Audience,48,Female,134841,Android,Tablet,Microsoft Edge,"Providence, Rhode Island"
2ZTIX4XXRW,P2027205,Display,64,No,3,23-Apr,C0110,P2027205,Carousel,No,No,No,577,0,UqdkV,P2027205,Custom Audience,28,Female,76242,Android,Smartphone,Microsoft Edge,"Providence, Rhode Island"
O4U6F3HMDQ,P7625295,Display,138,No,3,23-Jan,C0090,P7625295,Video,No,No,No,343,0,UnXUb,P7625295,3P Audience,29,Male,66323,Linux,Laptop,Mozilla Firefox,"Warwick, Rhode Island"
AQNT1VVY8K,P9431759,Display,95,No,1,23-Mar,C0053,P9431759,Video,No,No,No,746,0,UvBSl,P9431759,3P Audience,46,Female,178489,Windows,Desktop,Microsoft Edge,"Cranston, Rhode Island"
R3OU397XXF,P9930471,Paid Search,122,No,3,23-Aug,C0094,P9930471,Video,No,No,No,547,0,U81Pd,P9930471,Custom Audience,23,Male,44729,macOS,Laptop,Microsoft Edge,"Providence, Rhode Island"
YN6UC92UWC,P8502928,Display,163,No,1,23-Aug,C0193,P8502928,Video,No,No,No,884,0,U1VrK,P8502928,1P Audience,46,Male,136127,Android,Smartphone,Microsoft Edge,"Providence, Rhode Island"
DIC6VZ2QVW,O4153559,Direct,177,Yes,2,23-Mar,C0050,O4153559,Banner,No,No,No,0,0,UBg35,O4153559,3P Audience,36,Male,81438,Windows,Laptop,Microsoft Edge,"Philadelphia, Pennsylvania"
NR0BUK5YQI,O6483035,Direct,98,Yes,1,23-Nov,C0179,O6483035,Video,No,No,No,0,0,UYo0N,O6483035,Custom Audience,38,Male,87476,Windows,Desktop,Microsoft Edge,"Pittsburgh, Pennsylvania"
UH1W8IB92Z,P4655549,Paid Search,81,No,2,23-Jun,C0005,P4655549,Video,No,No,No,556,0,UL8tI,P4655549,1P Audience,37,Female,100750,Linux,Laptop,Mozilla Firefox,"Philadelphia, Pennsylvania"
PW9H3QU7PI,O4137137,Referral,114,Yes,1,23-Nov,C0031,O4137137,Carousel,No,No,No,0,0,Udgvb,O4137137,1P Audience,35,Female,75591,iOS,Tablet,Safari,"Pittsburgh, Pennsylvania"
NG991SR530,P8819169,Paid Search,139,No,2,23-Jun,C0058,P8819169,Carousel,Yes,No,No,420,0,UlGm2,P8819169,Custom Audience,23,Female,46215,Android,Smartphone,Microsoft Edge,"Pittsburgh, Pennsylvania"
8XFKYA75BP,P5150098,Paid Search,106,No,2,23-Jan,C0189,P5150098,Carousel,No,No,No,393,0,UYuan,P5150098,1P Audience,43,Female,101081,iOS,Tablet,Safari,"Pittsburgh, Pennsylvania"
U8KFQYCTCK,O7845895,SEO,123,No,1,23-Nov,C0027,O7845895,Video,No,No,No,0,0,UDZrN,O7845895,3P Audience,21,Female,57016,macOS,Laptop,Microsoft Edge,"Pittsburgh, Pennsylvania"
MOXNA9NAJL,O8772391,SEO,155,Yes,3,23-Jan,C0015,O8772391,Carousel,Yes,No,No,0,0,U2xNU,O8772391,1P Audience,16,Female,50997,Android,Tablet,Microsoft Edge,"Allentown, Pennsylvania"
XWQGUNZTXY,O1180681,Direct,92,Yes,2,23-Nov,C0244,O1180681,Carousel,No,No,No,0,0,UbwhQ,O1180681,1P Audience,28,Female,71161,Android,Tablet,Microsoft Edge,"Philadelphia, Pennsylvania"
HRFS4ZJRLM,O7928557,SEO,77,Yes,2,23-Nov,C0083,O7928557,Banner,No,No,No,0,0,USk9P,O7928557,Custom Audience,41,Male,93719,macOS,Laptop,Microsoft Edge,"Allentown, Pennsylvania"
IJBK4KIGF6,O2620981,SEO,101,No,2,23-Feb,C0115,O2620981,Video,Yes,No,No,0,0,U3kcn,O2620981,Custom Audience,40,Male,96519,macOS,Desktop,Microsoft Edge,"Philadelphia, Pennsylvania"
0EOX0B8ZFU,O8693973,Referral,85,No,3,23-Sep,C0187,O8693973,Banner,No,No,No,0,0,Uuh4Q,O8693973,1P Audience,29,Female,75777,Linux,Laptop,Mozilla Firefox,"Philadelphia, Pennsylvania"
Y7HO12YFAT,P9199221,Display,106,Yes,3,23-Feb,C0178,P9199221,Carousel,No,No,No,613,0,UfmkR,P9199221,Custom Audience,24,Female,57115,Linux,Laptop,Mozilla Firefox,"Philadelphia, Pennsylvania"
P5CIGV4RUS,O5299383,Referral,143,No,2,23-Oct,C0021,O5299383,Carousel,Yes,Yes,No,0,0,UTL5g,O5299383,1P Audience,36,Female,93430,Linux,Laptop,Mozilla Firefox,"Pittsburgh, Pennsylvania"
W5RDR16ZTN,P8005008,Paid Search,63,Yes,2,23-Nov,C0035,P8005008,Carousel,No,No,No,246,0,U7Q21,P8005008,Custom Audience,36,Male,107303,Android,Tablet,Microsoft Edge,"Pittsburgh, Pennsylvania"
DLEBRL1HO4,P9846056,Paid Search,127,Yes,3,23-Jun,C0095,P9846056,Carousel,No,No,No,438,0,UThrz,P9846056,Custom Audience,39,Male,81955,iOS,Smartphone,Safari,"Allentown, Pennsylvania"
RPAEUBGJ8H,O5805284,Direct,65,No,1,23-Mar,C0220,O5805284,Video,No,No,No,0,0,UnbFE,O5805284,1P Audience,16,Female,49401,Windows,Desktop,Microsoft Edge,"Pittsburgh, Pennsylvania"
HY7Y3D5LU6,P7539683,Paid Search,99,No,3,23-Nov,C0083,P7539683,Banner,No,No,No,374,0,UTEEa,P7539683,3P Audience,31,Female,75358,iOS,Tablet,Safari,"Allentown, Pennsylvania"
8X4L5GYNEY,P3651341,Display,161,Yes,3,23-Jul,C0207,P3651341,Carousel,No,No,No,299,0,U7i0V,P3651341,Custom Audience,37,Male,106124,Windows,Desktop,Microsoft Edge,"Pittsburgh, Pennsylvania"
Q65FK2XXWE,P8558304,Paid Search,81,Yes,1,23-Feb,C0065,P8558304,Video,Yes,No,No,147,0,UM3J2,P8558304,1P Audience,43,Female,92710,macOS,Desktop,Microsoft Edge,"Philadelphia, Pennsylvania"
LHZIS2M9P3,O2722020,Direct,149,No,2,23-Jan,C0043,O2722020,Carousel,Yes,No,No,0,0,UKHvK,O2722020,Custom Audience,36,Male,80395,Windows,Desktop,Microsoft Edge,"Allentown, Pennsylvania"
T86SK97H4X,P3291617,Display,120,No,2,23-May,C0191,P3291617,Banner,Yes,Yes,No,339,0,U7i0V,P3291617,1P Audience,37,Male,106124,Windows,Laptop,Microsoft Edge,"Allentown, Pennsylvania"
6HLUUA1I3Q,P8363504,Display,86,No,3,23-Oct,C0223,P8363504,Carousel,Yes,No,No,501,0,U11u7,P8363504,3P Audience,40,Female,86550,macOS,Laptop,Microsoft Edge,"Allentown, Pennsylvania"
SQDHARHXVC,O3034142,Referral,68,No,3,23-Aug,C0048,O3034142,Video,No,No,No,0,0,U9JGv,O3034142,Custom Audience,46,Male,160010,macOS,Laptop,Microsoft Edge,"Pittsburgh, Pennsylvania"
P2ZD253ZX6,O6080198,Direct,116,No,2,23-Sep,C0129,O6080198,Banner,No,No,No,0,0,UsF39,O6080198,3P Audience,31,Female,72226,Android,Tablet,Microsoft Edge,"Allentown, Pennsylvania"
9N0XGWB58H,O7931703,Referral,172,Yes,3,23-Apr,C0232,O7931703,Banner,No,No,No,0,0,UFt3J,O7931703,3P Audience,37,Male,84787,macOS,Desktop,Microsoft Edge,"Allentown, Pennsylvania"
8N8YTZ1MVD,O8432274,Referral,85,No,2,23-May,C0046,O8432274,Carousel,Yes,No,No,0,0,Uwd1F,O8432274,1P Audience,26,Female,79846,Android,Smartphone,Microsoft Edge,"Pittsburgh, Pennsylvania"
KJDLPSYZ1E,P2879793,Paid Search,78,No,3,23-May,C0161,P2879793,Banner,No,No,No,540,0,UWKBZ,P2879793,Custom Audience,22,Female,56064,iOS,Smartphone,Safari,"Pittsburgh, Pennsylvania"
0T6Q8M94RR,P8384706,Display,100,Yes,2,23-Jan,C0227,P8384706,Banner,No,No,No,808,0,UskgJ,P8384706,Custom Audience,45,Male,119994,iOS,Tablet,Safari,"Philadelphia, Pennsylvania"
P2YCL18O7X,O6120298,Referral,85,No,3,23-Jan,C0032,O6120298,Carousel,No,No,No,0,0,UAx3d,O6120298,1P Audience,47,Female,129716,Android,Smartphone,Microsoft Edge,"Philadelphia, Pennsylvania"
MKZCVFF6DJ,P4616026,Paid Search,100,No,3,23-Sep,C0066,P4616026,Carousel,Yes,No,No,288,0,UL6AD,P4616026,3P Audience,19,Male,43717,iOS,Smartphone,Safari,"Pittsburgh, Pennsylvania"
WPEUUOHTFD,P9000645,Paid Search,72,No,3,23-Mar,C0172,P9000645,Carousel,Yes,Yes,No,206,0,U1g5a,P9000645,1P Audience,36,Male,86784,macOS,Laptop,Microsoft Edge,"Philadelphia, Pennsylvania"
87CW3MNXGQ,O2293798,Referral,168,No,2,23-Dec,C0019,O2293798,Banner,No,No,No,0,0,U2cUh,O2293798,Custom Audience,30,Female,70526,iOS,Tablet,Safari,"Pittsburgh, Pennsylvania"
ROUBAEML42,O4151693,Direct,82,No,3,23-Nov,C0005,O4151693,Video,No,No,No,0,0,UPTEZ,O4151693,Custom Audience,48,Female,166481,Android,Smartphone,Microsoft Edge,"Pittsburgh, Pennsylvania"
9BWSS1FC4X,P9605399,Display,150,Yes,1,23-Feb,C0049,P9605399,Carousel,No,No,No,485,0,ULXGD,P9605399,3P Audience,51,Female,152396,Android,Smartphone,Microsoft Edge,"Pittsburgh, Pennsylvania"
V730394B7C,O5475284,SEO,129,No,3,23-May,C0047,O5475284,Banner,No,No,No,0,0,UDESq,O5475284,3P Audience,18,Female,49499,Linux,Laptop,Mozilla Firefox,"Allentown, Pennsylvania"
B0TR1FXG1V,P4742627,Display,86,No,1,23-Dec,C0104,P4742627,Carousel,No,No,No,847,0,Uixl5,P4742627,Custom Audience,32,Female,76266,Windows,Laptop,Microsoft Edge,"Allentown, Pennsylvania"
M1Z1Z2REGK,O4543658,Referral,68,No,1,23-Mar,C0022,O4543658,Banner,No,No,No,0,0,UdRsh,O4543658,3P Audience,34,Male,65032,iOS,Tablet,Safari,"Philadelphia, Pennsylvania"
BNIGMMPTB5,O6333235,SEO,170,No,2,23-Dec,C0210,O6333235,Video,No,No,No,0,0,U4yAI,O6333235,Custom Audience,33,Female,66019,iOS,Smartphone,Safari,"Pittsburgh, Pennsylvania"
AEEALRGV65,P7303899,Paid Search,150,No,1,23-Jun,C0013,P7303899,Banner,No,No,No,205,0,UnUmB,P7303899,Custom Audience,25,Male,41230,Android,Tablet,Microsoft Edge,"Philadelphia, Pennsylvania"
KV21K4YTHN,O4224915,Referral,118,No,2,23-Feb,C0188,O4224915,Carousel,No,No,No,0,0,UqFbc,O4224915,3P Audience,30,Female,64898,Windows,Laptop,Microsoft Edge,"Philadelphia, Pennsylvania"
AHU61KLW41,O2741839,Referral,142,No,1,23-Dec,C0063,O2741839,Banner,Yes,No,No,0,0,UDESq,O2741839,3P Audience,18,Female,49499,iOS,Smartphone,Safari,"Allentown, Pennsylvania"
NBRPB93EHL,P7805216,Paid Search,158,No,2,23-Nov,C0218,P7805216,Carousel,No,No,No,686,0,Um489,P7805216,Custom Audience,18,Female,44390,Linux,Laptop,Mozilla Firefox,"Pittsburgh, Pennsylvania"
T04L32OD1D,P9454417,Display,102,No,3,23-Jul,C0250,P9454417,Video,No,No,No,780,0,UImZG,P9454417,3P Audience,53,Male,129991,Windows,Laptop,Microsoft Edge,"Philadelphia, Pennsylvania"
YFETA7057V,P2134837,Display,140,No,1,23-May,C0019,P2134837,Carousel,Yes,Yes,No,775,0,UbwhQ,P2134837,Custom Audience,28,Female,71161,Windows,Laptop,Microsoft Edge,"Allentown, Pennsylvania"
1V92YF8EUX,O8041386,Direct,62,Yes,2,23-Mar,C0222,O8041386,Banner,Yes,No,No,0,0,U5LBQ,O8041386,1P Audience,23,Female,58097,Windows,Laptop,Microsoft Edge,"Allentown, Pennsylvania"
0N71UDRTNT,P8908175,Display,166,Yes,1,23-Oct,C0243,P8908175,Carousel,No,No,No,752,0,U5jlV,P8908175,3P Audience,49,Female,120735,Android,Smartphone,Microsoft Edge,"Allentown, Pennsylvania"
HEQZ2UNAQ1,P5257688,Paid Search,92,No,2,23-Jan,C0133,P5257688,Video,No,No,No,509,0,UEpgl,P5257688,Custom Audience,30,Male,60488,Windows,Desktop,Microsoft Edge,"Philadelphia, Pennsylvania"
7OCQP0NNRH,P4442495,Display,79,No,1,23-Nov,C0242,P4442495,Carousel,No,No,No,600,0,U7AVx,P4442495,3P Audience,38,Male,100983,macOS,Desktop,Microsoft Edge,"Allentown, Pennsylvania"
9H3HOQDDKK,P4161735,Paid Search,157,Yes,1,23-Sep,C0139,P4161735,Video,No,No,No,540,0,Ufnxw,P4161735,Custom Audience,24,Male,42199,iOS,Smartphone,Safari,"Pittsburgh, Pennsylvania"
3CJ1WJ3TDP,P7439662,Paid Search,73,No,1,23-Sep,C0061,P7439662,Banner,No,No,No,724,0,UEpgl,P7439662,Custom Audience,30,Male,60488,iOS,Smartphone,Safari,"Philadelphia, Pennsylvania"
5B0GMWK51N,O4192993,Referral,156,No,3,23-Oct,C0075,O4192993,Carousel,Yes,Yes,No,0,0,UoXBT,O4192993,1P Audience,23,Male,40069,Linux,Laptop,Mozilla Firefox,"Philadelphia, Pennsylvania"
ROBYWV3LQ7,P7085535,Display,91,Yes,3,23-Dec,C0069,P7085535,Carousel,No,No,No,861,0,UqD1K,P7085535,3P Audience,45,Female,105575,macOS,Desktop,Microsoft Edge,"Allentown, Pennsylvania"
EKQEFCIGY0,P4527178,Paid Search,165,Yes,3,23-Apr,C0103,P4527178,Video,No,No,No,492,0,UY06r,P4527178,Custom Audience,23,Male,49220,iOS,Smartphone,Safari,"Allentown, Pennsylvania"
2E3UQ9LF9G,O5959922,SEO,127,No,1,23-Jun,C0002,O5959922,Banner,No,No,No,0,0,UpGgW,O5959922,Custom Audience,27,Male,65184,Android,Tablet,Microsoft Edge,"Allentown, Pennsylvania"
Q6APWXR9SL,O5799028,Referral,173,No,1,23-Jan,C0163,O5799028,Carousel,No,No,No,0,0,UF6JK,O5799028,3P Audience,41,Male,118641,iOS,Tablet,Safari,"Philadelphia, Pennsylvania"
C4KXL739SN,O5026000,Direct,150,Yes,2,23-Jan,C0118,O5026000,Video,No,No,No,0,0,UzPLp,O5026000,3P Audience,41,Female,109041,Android,Tablet,Microsoft Edge,"Philadelphia, Pennsylvania"
94F8GRIXA7,P7269678,Display,76,No,1,23-Mar,C0056,P7269678,Banner,No,No,No,589,0,UzvN0,P7269678,Custom Audience,43,Female,93158,Windows,Desktop,Microsoft Edge,"Pittsburgh, Pennsylvania"
55J1VF5BF0,P7111592,Display,96,Yes,1,23-May,C0136,P7111592,Carousel,No,No,No,206,0,URvZn,P7111592,Custom Audience,53,Female,165591,macOS,Laptop,Microsoft Edge,"Philadelphia, Pennsylvania"
8YRO2PA8BI,O8082598,SEO,136,No,2,23-Oct,C0086,O8082598,Carousel,No,No,No,0,0,UYing,O8082598,1P Audience,20,Male,59094,macOS,Laptop,Microsoft Edge,"Pittsburgh, Pennsylvania"
BM1PAYVRJM,P2134882,Paid Search,120,Yes,1,23-Nov,C0148,P2134882,Carousel,No,No,No,189,0,UoQaQ,P2134882,3P Audience,25,Female,57439,iOS,Smartphone,Safari,"Allentown, Pennsylvania"
TATV08NO0N,P2290362,Paid Search,338,No,6,23-Sep,C0017,P2290362,Video,Yes,Yes,Yes,338,407,UO9q4,P2290362,1P Audience,30,Male,67407,Windows,Laptop,Microsoft Edge,"Philadelphia, Pennsylvania"
2VAQY7WU8K,O9393588,Direct,87,Yes,1,23-Apr,C0214,O9393588,Banner,No,No,No,0,0,U0POv,O9393588,Custom Audience,53,Male,121217,iOS,Tablet,Safari,"Pittsburgh, Pennsylvania"
3L5B86N9NZ,P2792007,Paid Search,80,No,2,23-Feb,C0231,P2792007,Video,No,No,No,655,0,UpGgW,P2792007,3P Audience,27,Male,65184,Android,Smartphone,Microsoft Edge,"Philadelphia, Pennsylvania"
5RO2PY7L6G,P7826722,Paid Search,164,No,1,23-Sep,C0180,P7826722,Video,No,No,No,465,0,UWwuR,P7826722,3P Audience,55,Male,173102,Android,Tablet,Microsoft Edge,"Pittsburgh, Pennsylvania"
F8JCSXVRCM,O5547553,Referral,68,No,2,23-Nov,C0152,O5547553,Banner,Yes,No,No,0,0,UtERO,O5547553,1P Audience,51,Male,176696,Windows,Laptop,Microsoft Edge,"Philadelphia, Pennsylvania"
FTGOYT8LAI,P3901885,Paid Search,110,No,1,23-May,C0028,P3901885,Carousel,No,No,No,418,0,UVe0W,P3901885,1P Audience,38,Male,114196,macOS,Laptop,Microsoft Edge,"Philadelphia, Pennsylvania"
D7S93WKBC5,P6690063,Paid Search,179,No,2,23-Feb,C0096,P6690063,Carousel,Yes,No,No,801,0,UCwff,P6690063,3P Audience,21,Female,53265,iOS,Tablet,Safari,"Allentown, Pennsylvania"
7OI0NK4WD6,P4467781,Display,60,Yes,2,23-Feb,C0048,P4467781,Banner,No,No,No,138,0,UUsrm,P4467781,1P Audience,22,Female,51420,iOS,Smartphone,Safari,"Philadelphia, Pennsylvania"
Z4WM8Z0Z0X,P7363224,Paid Search,64,No,1,23-Dec,C0232,P7363224,Video,No,No,No,706,0,UCMu4,P7363224,1P Audience,52,Female,140610,macOS,Laptop,Microsoft Edge,"Allentown, Pennsylvania"
Z62NWLR5HA,P4446692,Display,121,No,1,23-Mar,C0228,P4446692,Video,No,No,No,628,0,UoX6J,P4446692,Custom Audience,47,Male,163356,macOS,Desktop,Microsoft Edge,"Pittsburgh, Pennsylvania"
P4OMDZSYB6,O9973084,Direct,590,No,6,23-Jan,C0180,O9973084,Banner,Yes,Yes,Yes,0,719,Uiekv,O9973084,1P Audience,20,Male,51232,Android,Smartphone,Microsoft Edge,"Allentown, Pennsylvania"
JCIP965VKV,O8496353,Direct,80,No,2,23-Dec,C0225,O8496353,Banner,No,No,No,0,0,U2TS4,O8496353,3P Audience,25,Male,49413,Windows,Desktop,Microsoft Edge,"Pittsburgh, Pennsylvania"
9GMH5F8UR0,O2496060,SEO,123,No,3,23-Nov,C0222,O2496060,Video,No,No,No,0,0,UEkER,O2496060,Custom Audience,31,Female,70551,macOS,Desktop,Microsoft Edge,"Pittsburgh, Pennsylvania"
BX2JMPIWRL,O1863579,Direct,166,Yes,1,23-Mar,C0174,O1863579,Carousel,No,No,No,0,0,UpXFe,O1863579,1P Audience,19,Female,46228,macOS,Laptop,Microsoft Edge,"Philadelphia, Pennsylvania"
I8PUL9BS3B,P9864207,Display,172,No,1,23-Sep,C0243,P9864207,Video,No,No,No,734,0,UBeqm,P9864207,3P Audience,37,Female,81028,Linux,Laptop,Mozilla Firefox,"Allentown, Pennsylvania"
CC09RM382G,O1088259,SEO,174,Yes,3,23-Dec,C0124,O1088259,Video,No,No,No,0,0,UN7Ek,O1088259,Custom Audience,44,Male,98607,macOS,Laptop,Microsoft Edge,"Pittsburgh, Pennsylvania"
L1JUC80LLV,P1725894,Display,136,Yes,3,23-Jul,C0047,P1725894,Video,Yes,Yes,No,177,0,U0POv,P1725894,3P Audience,53,Male,121217,Windows,Desktop,Microsoft Edge,"Portland, Oregon"
AV1IEK1R1L,P1471580,Display,175,No,3,23-Apr,C0196,P1471580,Banner,No,No,No,336,0,UlGm2,P1471580,Custom Audience,23,Female,46215,macOS,Laptop,Microsoft Edge,"Eugene, Oregon"
OO31CEBDU7,O5934142,Direct,100,No,1,23-Mar,C0049,O5934142,Video,No,No,No,0,0,UXXed,O5934142,3P Audience,54,Female,187288,Android,Tablet,Microsoft Edge,"Eugene, Oregon"
1NPC3S3QNO,O4171922,Direct,162,No,1,23-Feb,C0007,O4171922,Carousel,No,No,No,0,0,UR70B,O4171922,Custom Audience,21,Male,54854,Linux,Laptop,Mozilla Firefox,"Eugene, Oregon"
MH9G55F2NP,P9254177,Display,129,No,3,23-May,C0232,P9254177,Banner,No,No,No,478,0,UsN5z,P9254177,1P Audience,34,Male,67467,Android,Tablet,Microsoft Edge,"Portland, Oregon"
WFGI5RK22I,P4977275,Paid Search,122,No,3,23-Dec,C0074,P4977275,Video,No,No,No,309,0,Ul9MF,P4977275,1P Audience,47,Male,149159,Android,Smartphone,Microsoft Edge,"Salem, Oregon"
J6ZEMEKY70,O6395203,Referral,140,Yes,2,23-Sep,C0141,O6395203,Banner,Yes,No,No,0,0,UAeB0,O6395203,3P Audience,51,Male,138881,Windows,Desktop,Microsoft Edge,"Portland, Oregon"
